,Dateformat,Time,Network,Home,Away,Viewers,Year,Postseason,Week,Home Rank,Away Rank,HomeConf,AwayConf,FBSConfGame,HomeOff,HomeDef,AwayOff,AwayDef,HomePred,AwayPred,OUPred,Line,OULine,HomeWins,HomeLosses,AwayWins,AwayLosses,HomeGames,AwayGames,RecDifferentials,TV_OTA,TV_ESPN,TV_Cable_ESPN2,TV_Cable_FS1,ViewersK,HomeBin,AwayBin,AddBin,MultBin,HasACC,HasBigTen,HasBig12,HasPac12,HasSEC,HasFCS,A5vA5,A5vG5,G5vG5,Top2,Top5,Top10,Top15,Top25,Real date,OnThursday,OnFriday,OnSaturday,Hour,EarlyAfternoon,LateAfternoon,PrimeTime,LatePrime,Window_A_Games,Window_B_Games,Window_C_Games,Games_In_Window,pred,diff,diffpct
0,2022-08-27,12:30:00,FOX,Northwestern,Nebraska,4419000,2022,0,0,,,Big Ten,Big Ten,1,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,4419.0,2,3,5,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-08-27,0,0,1,12,1,0,0,0,0,0,0,0,3880.1,539.0,13
1,2022-08-27,15:00:00,FS1,Utah State,Connecticut,517000,2022,0,0,,,Mt. West,Independent,0,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,517.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-08-27,0,0,1,15,0,1,0,0,0,0,0,0,339.5,178.0,52
2,2022-08-27,22:00:00,ESPN2,New Mexico State,Nevada,304000,2022,0,0,,,Independent,Mt. West,0,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,304.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-08-27,0,0,1,22,0,0,0,1,0,0,0,0,517.1,-213.0,41
3,2022-09-01,19:00:00,FS1,Oklahoma State,Central Michigan,402000,2022,0,1,12.0,,Big 12,MAC,0,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,402.0,2,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2022-09-01,1,0,0,19,0,0,1,0,0,1,1,2,687.3,-285.0,41
4,2022-09-01,19:00:00,ESPN,Pittsburgh,West Virginia,3152000,2022,0,1,17.0,,ACC,Big 12,0,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,3152.0,2,2,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2022-09-01,1,0,0,19,0,0,1,0,0,1,1,2,1864.4,1288.0,69
5,2022-09-01,20:00:00,FOX,Purdue,Penn State,3512000,2022,0,1,,,Big Ten,Big Ten,1,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,3512.0,2,4,6,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-09-01,1,0,0,20,0,0,1,0,0,0,2,2,4264.0,-752.0,17
6,2022-09-02,19:00:00,ESPN,Michigan State,Western Michigan,1345000,2022,0,1,15.0,,Big Ten,MAC,0,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,1345.0,3,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2022-09-02,0,1,0,19,0,0,1,0,0,0,1,1,1752.1,-407.0,23
7,2022-09-02,20:00:00,FS1,Indiana,Illinois,965000,2022,0,1,,,Big Ten,Big Ten,1,31.671378091872793,20.20212014134276,38.0,6.0,18.835689045936398,29.10106007067138,47.93674911660778,0.0,0.0,0,0,1.0,0.0,0,1.0,1.0,0,0,0,1,965.0,2,2,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-09-02,0,1,0,20,0,0,1,0,0,0,1,1,1005.4,-40.0,3
8,2022-09-02,22:30:00,ESPN,Colorado,TCU,1245000,2022,0,1,,,Pac-12,Big 12,0,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,1245.0,2,1,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2022-09-02,0,1,0,22,0,0,0,1,0,0,0,0,1689.1,-444.0,26
9,2022-09-03,12:00:00,ABC,Michigan,Colorado State,3929000,2022,0,1,8.0,,Big Ten,Mt. West,0,31.671378091872793,20.20212014134276,34.13346402127633,20.71625441696113,26.193816254416962,27.167792081309546,53.36160833572651,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,3929.0,5,1,6,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2022-09-03,0,0,1,12,1,0,0,0,0,0,1,1,4203.1,-274.0,6
